Time,Input,Position
0,1,0
0.0933811396575886,1,0.00289724303309248
0.186762279315177,1,0.018580600651762
0.280143418972766,1,0.049811327467786
0.373524558630354,1,0.0957340171149227
0.466905698287943,1,0.154687079444617
0.560286837945531,1,0.224840435532669
0.65366797760312,1,0.304353048899628
0.747049117260708,1,0.391423013614135
0.840430256918297,1,0.484312141837748
0.933811396575886,1,0.581363069358052
1.02719253623347,1,0.681012862471245
1.12057367589106,1,0.781804043915214
1.21395481554865,1,0.882393300009535
1.30733595520624,1,0.981558003273534
1.40071709486383,1,1.07820067057641
1.49409823452142,1,1.1713514853147
1.58747937417901,1,1.26016902326016
1.68086051383659,1,1.34393933127283
1.77424165349418,1,1.42207351518939
1.86762279315177,1,1.49410399781195
1.96100393280936,1,1.55967961015862
2.05438507246695,1,1.61855967916773
2.14776621212454,1,1.67060727306312
2.24114735178213,1,1.71578176179048
2.33452849143971,1,1.75413084453052
2.4279096310973,1,1.78578218949145
2.52129077075489,1,1.81093482318812
2.61467191041248,1,1.82985039743142
2.70805305007007,1,1.84284445247762
2.80143418972766,1,1.85027778441186
2.89481532938525,1,1.85254801404578
2.98819646904283,1,1.85008144356452
3.08157760870042,1,1.84332527602223
3.17495874835801,1,1.83274026170307
3.2683398880156,1,1.81879382446793
3.36172102767319,1,1.80195371061438
3.45510216733078,1,1.78268219259199
3.54848330698837,1,1.76143085022749
3.64186444664595,1,1.73863594299938
3.73524558630354,1,1.71471437842176
3.82862672596113,1,1.69006027380132
3.92200786561872,1,1.66504210155508
4.01538900527631,1,1.64000040194365
4.1087701449339,1,1.61524604149862
4.20215128459149,1,1.59105899060475
4.29553242424907,1,1.56768758963089
4.38891356390666,1,1.54534826967223
4.48229470356425,1,1.52422569134662
4.57567584322184,1,1.50447326314915
4.66905698287943,1,1.48621399957612
4.76243812253702,1,1.46954167854037
4.85581926219461,1,1.45452225747145
4.94920040185219,1,1.44119550787658
5.04258154150978,1,1.42957682898416
5.13596268116737,1,1.41965920234776
5.22934382082496,1,1.41141525090505
5.32272496048255,1,1.40479936790969
5.41610610014014,1,1.39974988333581
5.50948723979772,1,1.39619123774327
5.60286837945531,1,1.39403613614067
5.6962495191129,1,1.39318765704623
5.78963065877049,1,1.39354129468119
5.88301179842808,1,1.39498691499645
5.97639293808567,1,1.3974106089939
6.06977407774326,1,1.40069642952555
6.16315521740084,1,1.40472800040609
6.25653635705843,1,1.40938998923174
6.34991749671602,1,1.41456943773563
6.44329863637361,1,1.42015694581033
6.5366797760312,1,1.42604770747245
6.63006091568879,1,1.43214239902217
6.72344205534638,1,1.43834792145074
6.81682319500396,1,1.44457800076567
6.91020433466155,1,1.45075365133269
7.00358547431914,1,1.45680350857365
7.09696661397673,1,1.46266403841333
7.19034775363432,1,1.46827963173693
7.28372889329191,1,1.47360259281139
7.3771100329495,1,1.47859303114335
7.47049117260708,1,1.48321866660376
7.56387231226467,1,1.48745455785386
7.65725345192226,1,1.49128276416995
7.75063459157985,1,1.49469195069739
7.84401573123744,1,1.49767694697903
7.93739687089503,1,1.50023826831347
8.03077801055262,1,1.50238160911588
8.1241591502102,1,1.50411731699242
8.21754028986779,1,1.50545985571056
8.31092142952538,1,1.50642726466463
8.40430256918297,1,1.50704062181049
8.49768370884056,1,1.50732351638673
8.59106484849815,1,1.50730153706334
8.68444598815574,1,1.50700178047219
8.77782712781332,1,1.50645238438639
8.87120826747091,1,1.50568208913622
8.9645894071285,1,1.50471983018533
9.05797054678609,1,1.50359436414968
9.15135168644368,1,1.50233392992807
9.24473282610127,1,1.50096594603371
9.33811396575886,1,1.49951674467369
9.43149510541644,1,1.49801134262217
9.52487624507403,1,1.49647324847518
9.61825738473162,1,1.49492430546274
9.71163852438921,1,1.49338456862784
9.8050196640468,1,1.49187221486307
9.89840080370439,1,1.490403484023
9.99178194336197,1,1.48899264910426
10.0851630830196,1,1.48765201330324
10.1785442226772,1,1.48639193162298
10.2719253623347,1,1.48522085460254
10.3653065019923,1,1.48414539168314
10.4586876416499,1,1.48317039170193
10.5520687813075,1,1.48229903801364
10.6454499209651,1,1.48153295578014
10.7388310606227,1,1.48087232903418
10.8322122002803,1,1.48031602521376
10.9255933399379,1,1.47986172497415
11.0189744795954,1,1.47950605521241
11.112355619253,1,1.47924472338141
11.2057367589106,1,1.47907265132354
11.2991178985682,1,1.47898410701618
11.3924990382258,1,1.4789728327879
11.4858801778834,1,1.47903216873505
11.579261317541,1,1.47915517023898
11.6726424571986,1,1.47933471865398
11.7660235968562,1,1.47956362440181
